N,P,K,temperature,humidity,pH,crop,Crop_N_kg_per_ha,Crop_P2O5_kg_per_ha,Crop_K2O_kg_per_ha,N_dosage_kg_per_ha,P2O5_dosage_kg_per_ha,K2O_dosage_kg_per_ha,Dosage_Notes,dosage
94.15998975080204,90.91619610064528,0,25.58576920642973,78.6802076,6.706737570418192,banana,123.4749606031815,64.09098099730537,65.83142871994144,300,122.24067165543828,300,Standard Application,"N: 409.97 kg/ha, P2O5: 122.24 kg/ha, K2O: 666.37 kg/ha. Notes: Standard Application"
89,45,36,21.32504158,80.47476396,6.442475375,kangkong,150,60,60,150,60,60,Side-dressing / Drenching (Heavy feeder),"N: 150.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing / Drenching (Heavy feeder)"
30.149106095960505,57.37649074090842,22.67626770307129,22.90595513,22.190023078364973,5.966060482788572,kidneybeans,27.62551047119312,39.076241630127775,26.29444863587524,25,45,20,Side-dressing (Light-medium feeder),"N: 25.00 kg/ha, P2O5: 45.00 kg/ha, K2O: 20.00 kg/ha. Notes: Side-dressing (Light-medium feeder)"
35.73545388441698,50.55379927158033,45.95263105931258,26.99286910380589,61.86360504811162,6.476596621012374,groundnut,25.47449992384205,58.59995319742325,22.35925389826232,20,67.39685912676508,56.35465085541929,Standard Application,"N: 13.09 kg/ha, P2O5: 67.40 kg/ha, K2O: 56.35 kg/ha. Notes: Standard Application"
106,21,52,28.89578588,94.78993038,6.286515359,muskmelon,100,60,60,80,40,60,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
55,50,65,30,60.41,6,ginger,100,60,60,100,75,125,Standard Application,"N: 100.00 kg/ha, P2O5: 75.00 kg/ha, K2O: 125.00 kg/ha. Notes: Standard Application"
117.33486628133552,86.7020696,36.113633192391376,26.045065110500985,75.03858862628955,5.774741305701681,banana,124.8643561148756,56.63803788625891,56.52978548350461,300,110.41504873686904,300,Standard Application,"N: 409.29 kg/ha, P2O5: 110.42 kg/ha, K2O: 653.89 kg/ha. Notes: Standard Application"
32.53691442768186,39.89303315773624,19.251710683073256,32.543009208211465,41.36638332549912,6.405987107235336,mango,116.36997464362354,61.04123564,57.37171710628581,260.53282749667784,150,226.2216027752104,Standard Application,"N: 260.53 kg/ha, P2O5: 174.36 kg/ha, K2O: 226.22 kg/ha. Notes: Standard Application"
20,35,25,30,60.41,6.5,groundnut,30,60,40,20,60,40,Standard Application,"N: 20.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
63.13542459872009,61.59209557004062,47.93630770662089,30.22549518275362,59.923410342525166,6.521744909692309,turmeric,119.32632878704128,60.67629661810993,59.82414885,145.1708736979471,59.46158166,129.77904225560374,Standard Application,"N: 145.17 kg/ha, P2O5: 59.46 kg/ha, K2O: 129.78 kg/ha. Notes: Standard Application"
90.31117402246664,67.09117918053622,14.819217754478933,28.84006594322988,75.00232266682579,7.658096399672289,jute,98.73145494948358,62.15837462735426,55.00452703024521,110.93974964676762,14.237730938486331,91.19875078,Standard Application,"N: 110.94 kg/ha, P2O5: 14.24 kg/ha, K2O: 91.20 kg/ha. Notes: Standard Application"
87,21,52,27.3506296,94.2911951,6.067665498,muskmelon,100,60,60,80,40,60,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
19,30,30,29.56549169,91.40896307,5.826381164,coconut,120,60,60,300,150,300,Standard Application,"N: 500.00 kg/ha, P2O5: 320.00 kg/ha, K2O: 1200.00 kg/ha. Notes: Standard Application"
37,70.563,1,30.903,62.135,7.361,sugarcane,180,61.801,31.512,200,70,120,Standard Application,"N: 200.00 kg/ha, P2O5: 70.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
44,85,19,32.849,69.305,6.086,mothbeans,56.454,67.162,81.682,20,40,20,Standard Application,"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Standard Application"
24.53941958671677,16.063803044371994,0,36.822947338925886,54.78770611339196,6.916587582377696,moong,2.502166409625376,29.057703003795147,6.002811371580616,39.35459737484498,51.18336338617818,88.30977422187065,Standard Application,"N: 39.35 kg/ha, P2O5: 51.18 kg/ha, K2O: 88.31 kg/ha. Notes: Standard Application"
70,35,25,30,60.41,6.5,moong,15,30,15,20,40,20,Standard Application,"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Standard Application"
150,46.308,1,26.203,59.786,6.988,wheat,81.976,65.326,68.337,120,60,40,Broadcasting (Medium feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Broadcasting (Medium feeder)"
26.13283889493121,58.83123584044184,48.718034189428806,24.783726410150305,63.31276191758842,5.362454668,ginger,97.36589924919132,60.49567739027429,67.63681942438095,91.98470749346652,66.26680686938681,230.01738187887392,Standard Application,"N: 91.98 kg/ha, P2O5: 66.27 kg/ha, K2O: 230.02 kg/ha. Notes: Standard Application"
39,9,15,25.35467646,91.81183218,7.992041984,orange,120,60,60,300,150,300,Standard Application,"N: 300.00 kg/ha, P2O5: 150.00 kg/ha, K2O: 300.00 kg/ha. Notes: Standard Application"
121,26,54,28.76,60.41,6.6,mulberry,100,60,60,300,120,120,Standard Application,"N: 300.00 kg/ha, P2O5: 120.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
150,55.277,102,27.982,48.528,6.626,sugarcane,112.355,49.446,86.493,200,70,120,Standard Application,"N: 200.00 kg/ha, P2O5: 70.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
96,86,51,29.90888522,76.98740841,6.257369799,banana,120,60,60,300,130,300,Standard Application,"N: 400.00 kg/ha, P2O5: 130.00 kg/ha, K2O: 600.00 kg/ha. Notes: Standard Application"
15.617639325061962,2.5949476616968923,51.79063858178614,29.424366416460057,93.02508038760377,6.359712225223071,coconut,119.63683530250776,60.16171661962555,69.40495648222132,300,150,300,Standard Application,"N: 479.18 kg/ha, P2O5: 312.75 kg/ha, K2O: 1162.69 kg/ha. Notes: Standard Application"
15.929914098174695,2.035254262290602,62.27100987886874,19.386921807612268,87.72276221847011,6.888358991931654,pomegranate,98.17245815999412,62.32175505,59.42905363102005,287.65996106013864,122.06243180816932,285.7425474728482,Standard Application,"N: 287.66 kg/ha, P2O5: 122.06 kg/ha, K2O: 285.74 kg/ha. Notes: Standard Application"
168.87047228789848,73.86882964763217,211.91232693922987,28.730687834457257,60.79132966808434,7.023225707488564,pomegranate,103.45380294774728,60.63775127229451,60.17154542268205,242.0039909628505,120.36905811045251,272.53264611973503,Standard Application,"N: 242.00 kg/ha, P2O5: 120.37 kg/ha, K2O: 272.53 kg/ha. Notes: Standard Application"
60,30,30,25,60.41,6,jowar,80,40,40,80,40,40,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
106.54929250848016,42.49440381759382,31.89260859846909,28.15716335682848,89.13094408869911,7.348266846124618,jute,107.10625543547344,62.60801380274319,52.14342429280865,98.14341835,17.848053779006108,10,Standard Application,"N: 98.14 kg/ha, P2O5: 17.85 kg/ha, K2O: 0.00 kg/ha. Notes: Standard Application"
25,25,40,25,60.41,6,turmeric,120,60,60,150,60,120,Standard Application,"N: 150.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
37.79258705162399,2.8954465622468994,132.7941415558036,32.48363639739342,57.86213110675909,7.199203784106204,grapes,99.88704407933818,69.18942176793784,83.78286068,49.02902959825521,29.25307403,24.154253442864764,Standard Application,"N: 49.03 kg/ha, P2O5: 29.25 kg/ha, K2O: 24.15 kg/ha. Notes: Standard Application"
27.574337850215013,42.26604103507685,11.23627340552623,29.980103671065528,62.71539984081751,8.631172750091748,mothbeans,15.72089842577289,28.64537106996785,17.54434093906484,22.65749281355344,28.799790327268667,48.09604273426675,Standard Application,"N: 22.66 kg/ha, P2O5: 28.80 kg/ha, K2O: 48.10 kg/ha. Notes: Standard Application"
101.67287034197426,20.42942718497732,13.76448464,25.25275260882294,89.57378820955155,6.866202004,watermelon,104.3673045020796,60.89092093025239,61.35111283,141.8155692788165,32.832828270442675,12.50430762752098,Standard Application,"N: 141.82 kg/ha, P2O5: 32.83 kg/ha, K2O: 12.50 kg/ha. Notes: Standard Application"
101.53755230279882,71.86313563681567,16.457925797682137,33.036206859397744,51.18492972875765,6.9905891037730346,sugarcane,105.13667480358924,57.41228028021462,32.02389285672248,239.25556694815376,54.27617896,20.30428287030341,Standard Application,"N: 239.26 kg/ha, P2O5: 54.28 kg/ha, K2O: 20.30 kg/ha. Notes: Standard Application"
97.49409923,54.316941304951605,122.90508426349842,26.64057318179572,49.291705246592194,5.510961931594153,jute,94.15956352420112,59.94142469591517,78.49724103,92.53077906,21.443374367386387,34.220167656322204,Standard Application,"N: 92.53 kg/ha, P2O5: 21.44 kg/ha, K2O: 34.22 kg/ha. Notes: Standard Application"
107,72,45,28.14938935,81.54448882,5.790768046,banana,120,60,60,300,130,300,Standard Application,"N: 400.00 kg/ha, P2O5: 130.00 kg/ha, K2O: 600.00 kg/ha. Notes: Standard Application"
55,35,20,25,60.41,6.5,soybean,25,50,25,25,60,40,Standard Application,"N: 25.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
15.32649489575644,22.69617996062877,13.481764171662691,28.074068773723408,100,5.6052264267644905,coconut,109.41196455407888,62.11723572636452,66.33259953294873,300,150,300,Standard Application,"N: 471.03 kg/ha, P2O5: 334.20 kg/ha, K2O: 1175.52 kg/ha. Notes: Standard Application"
40.08941527124202,43.68752331043428,0,36.78737009807276,63.97228278217776,7.2300149687918305,moong,13.296415175390946,34.033820268180094,18.99087989,38.35198817087453,11.617423599878553,10,Standard Application,"N: 38.35 kg/ha, P2O5: 11.62 kg/ha, K2O: 0.00 kg/ha. Notes: Standard Application"
0,70.98224221993632,23.43179310062138,13.562369470902738,24.04777651918296,5.935411723601053,kidneybeans,12.67235308643822,39.52413864809175,21.383467493224547,25,45,20,Side-dressing (Light-medium feeder),"N: 25.00 kg/ha, P2O5: 45.00 kg/ha, K2O: 20.00 kg/ha. Notes: Side-dressing (Light-medium feeder)"
13.80789688654364,1.7195921409845596,36.15424721097281,28.82202949859573,100,5.100276209952166,coconut,108.76982470415632,60.27770516887343,71.25755307030445,300,150,300,Standard Application,"N: 491.44 kg/ha, P2O5: 309.89 kg/ha, K2O: 1157.28 kg/ha. Notes: Standard Application"
30,35,20,25,60.41,6,groundnut,30,60,40,20,60,40,Standard Application,"N: 20.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
68.11994334236871,54.45093237800258,38.86963712034332,24.64732664461086,76.62291386919583,7.237505277361985,jute,96.55195753270512,56.90118565815544,63.61054498051339,82.81884515,15.968463146848322,10,Standard Application,"N: 82.82 kg/ha, P2O5: 15.97 kg/ha, K2O: 4.61 kg/ha. Notes: Standard Application"
37.49152408787543,36.13616101918904,18.073167976108767,16.836294624440555,61.07252415524126,6.644654642200914,gram,36.68028247200019,41.12817123679952,25.23863060783667,50.07719207106395,39.27962062165663,10,Standard Application,"N: 50.08 kg/ha, P2O5: 39.28 kg/ha, K2O: 2.29 kg/ha. Notes: Standard Application"
103.52291580927204,14.617927517268557,17.76103639,31.719148582096985,64.96714252709089,6.099761628972079,cotton,100.97650875249754,45.22009717718981,75.25309009311196,167.22385515123304,83.29332718070141,76.24051969891715,Standard Application,"N: 167.22 kg/ha, P2O5: 83.29 kg/ha, K2O: 76.24 kg/ha. Notes: Standard Application"
52.58277771,50.04200161142335,100.94587096807658,23.94671280337625,51.92862154586273,6.845335648705553,urad,19.017107019678512,33.998174948413244,10.032004875658457,20,40,20,Side-dressing (Light-medium feeder),"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Side-dressing (Light-medium feeder)"
50,66.509,37,19.442,60.517,6.978,cotton,99.344,70.148,64.985,120,60,60,Standard Application,"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
48.66607460083823,25.08179299570057,19.494219974350955,24.957891654531984,60.43867353168405,6.477460558334575,masoor,21.501204007014312,39.952034365374736,20.12899158,23.78107915843757,64.10476547403977,44.59863965079671,Standard Application,"N: 23.78 kg/ha, P2O5: 64.10 kg/ha, K2O: 44.60 kg/ha. Notes: Standard Application"
9,60,23,31.96987867,57.17377029,6.276004336,mothbeans,15,30,15,20,40,20,Standard Application,"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Standard Application"
150,65,135,35,60.41,6,sugarcane,180,60,120,200,70,120,Standard Application,"N: 200.00 kg/ha, P2O5: 70.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
48.65379915924441,57.73355000503023,44.27868633362005,33.91570074316348,93.99395342,6.803724383,papaya,100.6284081046069,60.27581097382481,58.691749837141046,257.3177315846357,150,300,Standard Application,"N: 257.32 kg/ha, P2O5: 251.95 kg/ha, K2O: 505.63 kg/ha. Notes: Standard Application"
43.73167558,66.83095424971673,28.66965063513397,33.02781944,98.79056868909991,7.332233301702501,papaya,98.23486931,61.56616585146829,59.41249921717964,266.0348047453156,150,300,Standard Application,"N: 266.03 kg/ha, P2O5: 216.97 kg/ha, K2O: 593.97 kg/ha. Notes: Standard Application"
89.07243309131354,60.82808966996296,403.6671938618522,30.110765709210632,65.72027577587778,5.987073672564018,ragi,63.43036764837935,35.86436444186207,43.31552120938016,44.95825332160402,43.49892649635666,70.61060327,Standard Application,"N: 44.96 kg/ha, P2O5: 43.50 kg/ha, K2O: 70.61 kg/ha. Notes: Standard Application"
11.948073623116477,121.67053108006144,245.48442402686925,19.85540645896431,83.04832528,6.259963221939092,apple,121.52602269667734,66.12427784713721,54.388994241689936,155.15191559923807,77.67950263052414,101.46325659393696,Standard Application,"N: 155.15 kg/ha, P2O5: 77.68 kg/ha, K2O: 101.46 kg/ha. Notes: Standard Application"
19.54081360867585,10.373427006819814,7.024427720270693,23.157749305757363,88.37582896128998,7.105643209990245,orange,135.26388495959844,59.41620364984899,52.23988017981259,300,135.08913586188302,241.3189351469416,Standard Application,"N: 313.52 kg/ha, P2O5: 135.09 kg/ha, K2O: 241.32 kg/ha. Notes: Standard Application"
15,55.213,25,18.178,47.599,5.515,mango,95.343,50.186,66.793,250,150,250,Standard Application,"N: 250.00 kg/ha, P2O5: 150.00 kg/ha, K2O: 250.00 kg/ha. Notes: Standard Application"
69,64,47,40.21199348,94.50766912,6.993473247,papaya,100,60,60,250,150,300,Standard Application,"N: 250.00 kg/ha, P2O5: 250.00 kg/ha, K2O: 500.00 kg/ha. Notes: Standard Application"
60,40,30,25,60.41,7.5,urad,15,30,15,20,40,20,Side-dressing (Light-medium feeder),"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Side-dressing (Light-medium feeder)"
109,91,53,29.66727337,83.51014178,6.010095853,banana,120,60,60,300,130,300,Standard Application,"N: 400.00 kg/ha, P2O5: 130.00 kg/ha, K2O: 600.00 kg/ha. Notes: Standard Application"
78.84045461231533,9.799693231556883,51.17270465590397,26.254695569297663,95.44659727266246,6.3869316150745625,muskmelon,99.45989529667334,60.51137666644825,61.45086660303426,89.0112274,36.25062837908325,58.82504240645769,Standard Application,"N: 89.01 kg/ha, P2O5: 36.25 kg/ha, K2O: 58.83 kg/ha. Notes: Standard Application"
51,52.178,78,18.178,51.556,7.253,ragi,134.698,67.992,89.998,50,40,25,Standard Application,"N: 50.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 25.00 kg/ha. Notes: Standard Application"
25.16298713819861,37.081670163071614,27.85078552886789,24.884251517384342,60.08542770494019,6.044190897882975,gram,22.362596801251424,40.389384486557255,20.648572842313808,20.63113662833198,60.17248804142861,44.47099692555751,Standard Application,"N: 20.63 kg/ha, P2O5: 60.17 kg/ha, K2O: 44.47 kg/ha. Notes: Standard Application"
70,30,25,25,60.41,6,moong,15,30,15,20,40,20,Standard Application,"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Standard Application"
87.98466817474555,64.91667292385178,73.27680452498713,26.681778644956136,82.14632799795166,5.311810040459301,banana,119.26226590038893,62.676701311814114,59.97539104988002,300,150,300,Standard Application,"N: 433.74 kg/ha, P2O5: 150.85 kg/ha, K2O: 593.20 kg/ha. Notes: Standard Application"
8,70.171,90,28.48,52.008,6.511,coffee,122.883,51.27,64.989,80,40,80,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 80.00 kg/ha. Notes: Standard Application"
133.4253569876648,51.27487494220787,87.70103202138694,34.49723255976481,60.74107874556955,6.269767397059548,cotton,120.57276675154937,60.83355947541462,50.677685600568616,84.72765856858786,32.58588232069978,125.20045601967291,Standard Application,"N: 84.73 kg/ha, P2O5: 32.59 kg/ha, K2O: 125.20 kg/ha. Notes: Standard Application"
85.56548854481228,48.65753229256779,40.42808119771657,28.18112324161087,50.13876061074737,7.499429390878043,groundnut,145.77179324904662,66.99647804687507,43.97340027,24.330993265836785,60.486519248738006,44.06809893276856,Standard Application,"N: 24.33 kg/ha, P2O5: 60.49 kg/ha, K2O: 44.07 kg/ha. Notes: Standard Application"
59.60711465643501,34.70333231,11.572897442569094,24.26378217245541,54.858278566027366,5.8443678460911945,moong,11.989194680948362,30.044673861200863,20.311057627585512,57.16131021523569,24.61810229026529,100.58003712301092,Standard Application,"N: 57.16 kg/ha, P2O5: 24.62 kg/ha, K2O: 100.58 kg/ha. Notes: Standard Application"
130.6093266148332,45.46578594707209,48.99032414595453,25.515323704157662,71.21431175542325,6.312408600216053,kangkong,158.79531073246963,59.96202028665973,113.4488532737642,150,60,60,Side-dressing / Drenching (Heavy feeder),"N: 150.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing / Drenching (Heavy feeder)"
149.40553878533615,50.69300337842033,51.91480702214499,21.68669022485294,66.11714522,5.7460791577149175,urad,137.4589846544537,64.23052067,33.854704694009605,20,40,20,Side-dressing (Light-medium feeder),"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Side-dressing (Light-medium feeder)"
18.862360332283785,40.33762119576055,15.791092653591551,24.547822782113723,60.77117414605024,5.967202449849647,gram,15.260164731249706,39.93012364774624,17.98565498624048,20,59.49389109206791,42.44950411974748,Standard Application,"N: 17.35 kg/ha, P2O5: 59.49 kg/ha, K2O: 42.45 kg/ha. Notes: Standard Application"
87.43106917236898,27.33494271200636,164.74426320059806,29.09206491,60.36633620316125,6.506970509332536,spinach,124.7017094538295,63.509630062718536,58.27668289584702,140,60,60,Side-dressing (Heavy feeder),"N: 140.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing (Heavy feeder)"
0,63.83630809984836,0,26.327525917425803,62.55058546708312,6.405476612781049,mungbean,64.51179686424108,63.609264682999786,84.8770418,20,19.92334030057388,59.50017556287027,Standard Application,"N: 0.00 kg/ha, P2O5: 19.92 kg/ha, K2O: 59.50 kg/ha. Notes: Standard Application"
6.142915551471999,67.58744915472668,16.20739781175114,19.281525757158285,21.240020869335417,5.592075241740148,kidneybeans,31.02445734858294,40.48059677832816,25.15882498787023,25,45,20,Side-dressing (Light-medium feeder),"N: 25.00 kg/ha, P2O5: 45.00 kg/ha, K2O: 20.00 kg/ha. Notes: Side-dressing (Light-medium feeder)"
13,7,43,18.20230419,91.12282162,7.013481515,pomegranate,100,60,60,250,125,250,Standard Application,"N: 250.00 kg/ha, P2O5: 125.00 kg/ha, K2O: 250.00 kg/ha. Notes: Standard Application"
20,55,20,30,60.41,7.5,groundnut,30,60,40,20,60,40,Standard Application,"N: 20.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
130,80,130,35,60.41,6,sugarcane,180,60,120,200,70,120,Standard Application,"N: 200.00 kg/ha, P2O5: 70.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
70,60,60,15,60.41,6,wheat,120,60,40,120,60,40,Broadcasting (Medium feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Broadcasting (Medium feeder)"
